batchIndex,immutableKey,brand,productName,size,format,sku,removedSharedSourcePage,officialDomains,variantSpecificSearchQuery,requiredResolution,targetJpgPath
4,ca:ancient-minerals-magnesium-bath-flakes-ultra-b110107f:0,Ancient Minerals,Magnesium Bath Flakes ULTRA,750g,Weight,,https://yourhealthbasket.co.uk/product/magnesium-bath-flakes-ultra-750g-ancient-minerals/,,"""Ancient Minerals"" ""Magnesium Bath Flakes ULTRA"" ""750g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/7962d5554bde3e59fed7d218.jpg
10,ca:ancient-minerals-magnesium-oil-a5c5509f:0,Ancient Minerals,Magnesium Oil,1 l,Liquid,,https://yourhealthbasket.co.uk/product/magnesium-oil-1-litre-ancient-minerals/,,"""Ancient Minerals"" ""Magnesium Oil"" ""1 l"" ""Liquid"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/83dcd243eccfa233b8ae909e.jpg
13,ca:aor-5-htp-0922680d:0,AOR,5-HTP,90 caps,Capsules,,https://aor.ca/product/5-htp/,aor.ca,"""AOR"" ""5-HTP"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0a1de3685c5ad9aa89e90aba.jpg
14,ca:aor-5-htp-extra-strength-c74d354b:0,AOR,5-HTP Extra Strength,90 caps,Capsules,,https://aor.ca/product/5-htp/,aor.ca,"""AOR"" ""5-HTP Extra Strength"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/aa916860f7d239f95a15cdd5.jpg
15,ca:aor-acta-resveratrol-4fe964da:0,AOR,Acta-Resveratrol,90 caps,Capsules,,https://aor.ca/product/acta-resveratrol/,aor.ca,"""AOR"" ""Acta-Resveratrol"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/7ad743e50d8f5ee6f0e0430c.jpg
16,ca:aor-active-green-tea-43264080:0,AOR,Active Green Tea,180 caps,Capsules,,https://aor.ca/product/active-green-tea/,aor.ca,"""AOR"" ""Active Green Tea"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/c522a08cf09b451557166b2c.jpg
17,ca:aor-advanced-b-complex-2fe9c151:0,AOR,Advanced B Complex,90 caps,Capsules,,https://aor.ca/product/advanced-b-complex/,aor.ca,"""AOR"" ""Advanced B Complex"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/bf83416f859ecb1858134578.jpg
18,ca:aor-advanced-b-complex-ultra-8c910f21:0,AOR,Advanced B Complex Ultra,60 tabs,Tablets,,https://aor.ca/product/advanced-b-complex-ultra/,aor.ca,"""AOR"" ""Advanced B Complex Ultra"" ""60 tabs"" ""Tablets"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/08e1795a19281a80e5b8229e.jpg
19,ca:aor-advanced-bone-protection-8f448118:0,AOR,Advanced Bone Protection,30 caps,Capsules,,https://aor.ca/product/advanced-bone-protection/,aor.ca,"""AOR"" ""Advanced Bone Protection"" ""30 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/c48a521fe19fe29f72301ab5.jpg
20,ca:aor-advanced-magnesium-complex-a350aaa8:0,AOR,Advanced Magnesium Complex,90 caps,Capsules,,https://aor.ca/product/advanced-magnesium-complex/,aor.ca,"""AOR"" ""Advanced Magnesium Complex"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/acca9904624b43b076f0c4f8.jpg
21,ca:aor-advanced-pcos-relief-6e394c20:0,AOR,Advanced PCOS Relief,120 softgels,Softgels,,https://aor.ca/product/advanced-pcos-relief/,aor.ca,"""AOR"" ""Advanced PCOS Relief"" ""120 softgels"" ""Softgels"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/d20ad717adf780ed61517405.jpg
23,ca:aor-ahcc-916917ba:0,AOR,AHCC,60 caps,Capsules,,https://aor.ca/product/ahcc/,aor.ca,"""AOR"" ""AHCC"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f2f2f0e27f8b915a7ae8d3cb.jpg
24,ca:aor-ahiflower-oil-48c27ea4:0,AOR,Ahiflower Oil,90 softgels,Softgels,,https://aor.ca/product/ahiflower-oil/,aor.ca,"""AOR"" ""Ahiflower Oil"" ""90 softgels"" ""Softgels"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/ea50b726dab43026870d2fbb.jpg
25,ca:aor-alcar-1adf0316:0,AOR,ALCAR,120 caps,Capsules,,https://aor.ca/product/alcar/,aor.ca,"""AOR"" ""ALCAR"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/818e997304f80ab035cbddd2.jpg
26,ca:aor-all-life-colostrum-99eabdf8:0,AOR,All-Life Colostrum,120 caps,Capsules,,https://aor.ca/product/all-life-colostrum/,aor.ca,"""AOR"" ""All-Life Colostrum"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/5dae4048fee0b5d87c53da0a.jpg
27,ca:aor-andrographis-1e286efe:0,AOR,Andrographis,120 caps,Capsules,,https://aor.ca/product/andrographis/,aor.ca,"""AOR"" ""Andrographis"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8cd025a5f810e507bd5e0873.jpg
28,ca:aor-aor-zymes-b39d1797:0,AOR,AOR Zymes,100 caps,Capsules,,https://aor.ca/product/aor-zymes/,aor.ca,"""AOR"" ""AOR Zymes"" ""100 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/a55d1a9f898986e05b745c7b.jpg
29,ca:aor-arginine-3f3e2864:0,AOR,Arginine,180 caps,Capsules,,https://aor.ca/product/arginine/,aor.ca,"""AOR"" ""Arginine"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/c92e196a6fd052f7f2d75b29.jpg
30,ca:aor-bacopa-enlighten-c15d0994:0,AOR,Bacopa Enlighten,60 caps,Capsules,,https://aor.ca/product/bacopa-enlighten/,aor.ca,"""AOR"" ""Bacopa Enlighten"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/43bc7c5fd0fa06b9dc7e1e58.jpg
31,ca:aor-bcaa-4ee93f84:0,AOR,BCAA,300g,Weight,,https://aor.ca/product/bcaa/,aor.ca,"""AOR"" ""BCAA"" ""300g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/17a532ffcc73c767f5e5c1cd.jpg
33,ca:aor-benfotiamine-04e3a2be:0,AOR,Benfotiamine,120 caps,Capsules,,https://aor.ca/product/benfotiamine/,aor.ca,"""AOR"" ""Benfotiamine"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/03fee6f1399040a23924508e.jpg
34,ca:aor-berberine-403b489b:0,AOR,Berberine,120 caps,Capsules,,https://aor.ca/product/berberine/,aor.ca,"""AOR"" ""Berberine"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/93e82d9b24dbc4eb6a5c677e.jpg
35,ca:aor-biofolate-76fe67fb:0,AOR,BioFolate,30 caps,Capsules,,https://aor.ca/product/biofolate/,aor.ca,"""AOR"" ""BioFolate"" ""30 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8c7f55ccf38d86a0ce942388.jpg
36,ca:aor-bone-basics-37579c2b:0,AOR,Bone Basics,240 caps,Capsules,,https://aor.ca/product/bone-basics/,aor.ca,"""AOR"" ""Bone Basics"" ""240 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/a1ddb57ecefed25437da7438.jpg
38,ca:aor-cardio-mag-2-0-c350146e:0,AOR,Cardio Mag 2.0,120 caps,Capsules,,https://aor.ca/product/cardio-mag-2-0/,aor.ca,"""AOR"" ""Cardio Mag 2.0"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/3a9952520ffcf4e266e0b162.jpg
40,ca:aor-carnosine-500-a17fae70:0,AOR,Carnosine-500,60 caps,Capsules,,https://aor.ca/product/carnosine-500/,aor.ca,"""AOR"" ""Carnosine-500"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/63ed34ca22f85e13fb02857b.jpg
41,ca:aor-chanca-piedra-d7e92c70:0,AOR,Chanca Piedra,90 caps,Capsules,,https://aor.ca/product/chanca-piedra/,aor.ca,"""AOR"" ""Chanca Piedra"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/fcc71fd19dcc7410b1338106.jpg
42,ca:aor-cholesterol-control-7b53ac41:0,AOR,Cholesterol Control,60 caps,Capsules,,https://aor.ca/product/cholesterol-control/,aor.ca,"""AOR"" ""Cholesterol Control"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/3fa5360d858afdb2c005b32e.jpg
43,ca:aor-chromium-picolinate-4e1e9aa0:0,AOR,Chromium Picolinate,90 caps,Capsules,,https://aor.ca/product/chromium-picolinate/,aor.ca,"""AOR"" ""Chromium Picolinate"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/1554a695bd99f014d2e8d49d.jpg
44,ca:aor-citicoline-5900ad93:0,AOR,Citicoline,60 caps,Capsules,,https://aor.ca/product/citicoline/,aor.ca,"""AOR"" ""Citicoline"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/9adb4565c637ca779590baed.jpg
45,ca:aor-coenzyme-q10-fbe2f6be:0,AOR,Coenzyme Q10,60 caps,Capsules,,https://aor.ca/product/coenzyme-q10/,aor.ca,"""AOR"" ""Coenzyme Q10"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e2142c7b2bd9e8b5c0d57361.jpg
46,ca:aor-cogni-q-eb0aca23:0,AOR,Cogni-Q,30 caps,Capsules,,https://aor.ca/product/cogni-q/,aor.ca,"""AOR"" ""Cogni-Q"" ""30 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/c2764aae1d68fd4b3ca47352.jpg
47,ca:aor-collagen-lift-4455bc6b:0,AOR,Collagen Lift,120 caps,Capsules,,https://aor.ca/product/collagen-lift/,aor.ca,"""AOR"" ""Collagen Lift"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/5d134b0aa59507e8111c8b2a.jpg
48,ca:aor-cortisol-adapt-ef5997a6:0,AOR,Cortisol Adapt,120 caps,Capsules,,https://aor.ca/product/cortisol-adapt/,aor.ca,"""AOR"" ""Cortisol Adapt"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e8ed640417b4839140d96fed.jpg
49,ca:aor-curcumin-95-d07e0fa8:0,AOR,Curcumin 95,90 caps,Capsules,,https://aor.ca/product/curcumin-95/,aor.ca,"""AOR"" ""Curcumin 95"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/20bec72ce8977334da3c4703.jpg
50,ca:aor-curcumin-active-77ba26a9:0,AOR,Curcumin Active,60 caps,Capsules,,https://aor.ca/product/curcumin-active/,aor.ca,"""AOR"" ""Curcumin Active"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/00d89186ba49b5b95a272af9.jpg
52,ca:aor-curcuviva-3946b060:0,AOR,CurcuVIVA,60 caps,Capsules,,https://aor.ca/product/curcuviva/,aor.ca,"""AOR"" ""CurcuVIVA"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/af2ba04dea814f309d1b7fbb.jpg
53,ca:aor-d-glucarate-milk-thistle-ca1b08de:0,AOR,D-Glucarate + Milk Thistle,60 caps,Capsules,,https://aor.ca/product/d-glucarate-milk-thistle/,aor.ca,"""AOR"" ""D-Glucarate + Milk Thistle"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/cc9c4b3190351eed734c8489.jpg
55,ca:aor-estro-adapt-d0fad7de:0,AOR,Estro Adapt,60 caps,Capsules,,https://aor.ca/product/estro-adapt/,aor.ca,"""AOR"" ""Estro Adapt"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/062158153b96e41ab3e5874f.jpg
56,ca:aor-fem-adapt-f534d681:0,AOR,Fem Adapt,60 caps,Capsules,,https://aor.ca/product/fem-adapt/,aor.ca,"""AOR"" ""Fem Adapt"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/6be75be031ddcd1154c75a7a.jpg
57,ca:aor-fem-calm-7299b44d:0,AOR,Fem Calm,60 caps,Capsules,,https://aor.ca/product/fem-calm/,aor.ca,"""AOR"" ""Fem Calm"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/baace9373a9669f16005d230.jpg
58,ca:aor-gaba-15d37979:0,AOR,GABA,60 caps,Capsules,,https://aor.ca/product/gaba/,aor.ca,"""AOR"" ""GABA"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/1360316c379733b5871666c8.jpg
59,ca:aor-gandha-600-ccb89ed2:0,AOR,Gandha 600,120 caps,Capsules,,https://aor.ca/product/gandha-600/,aor.ca,"""AOR"" ""Gandha 600"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/62cb7b31ab971ef5b67524f5.jpg
60,ca:aor-gastro-relief-216f99e2:0,AOR,Gastro Relief,60 caps,Capsules,,https://aor.ca/product/gastro-relief/,aor.ca,"""AOR"" ""Gastro Relief"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8b1c9e68bd99ee776a6752b8.jpg
61,ca:aor-ginkgo-biloba-a9ff7317:0,AOR,Ginkgo Biloba,90 caps,Capsules,,https://aor.ca/product/ginkgo-biloba/,aor.ca,"""AOR"" ""Ginkgo Biloba"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/b52581373c667bc01346c1f0.jpg
63,ca:aor-glucosupport-81d276c8:0,AOR,GlucoSupport,30 caps,Capsules,,https://aor.ca/product/glucosupport/,aor.ca,"""AOR"" ""GlucoSupport"" ""30 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/464d90427968bdd5c61f7d77.jpg
64,ca:aor-glycine-f020f027:0,AOR,Glycine,500g,Weight,,https://aor.ca/product/glycine/,aor.ca,"""AOR"" ""Glycine"" ""500g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/a87cee124e69c8f9231ea95c.jpg
65,ca:aor-green-lipped-ffa-e0706a5e:0,AOR,Green Lipped FFA,60 softgels,Softgels,,https://aor.ca/product/green-lipped-ffa/,aor.ca,"""AOR"" ""Green Lipped FFA"" ""60 softgels"" ""Softgels"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/900e9e1510c258759d4f6574.jpg
66,ca:aor-gymnema-75-7b296793:0,AOR,Gymnema 75,150 caps,Capsules,,https://aor.ca/product/gymnema-75/,aor.ca,"""AOR"" ""Gymnema 75"" ""150 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/d9ab2831e24c16f8ba521b81.jpg
67,ca:aor-hawthorn-ii-1725916a:0,AOR,Hawthorn II,60 caps,Capsules,,https://aor.ca/product/hawthorn-ii/,aor.ca,"""AOR"" ""Hawthorn II"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/caf017f5a957bb20a65f1a03.jpg
68,ca:aor-holy-basil-c55473bd:0,AOR,Holy Basil*,60 caps,Capsules,,https://aor.ca/product/holy-basil/,aor.ca,"""AOR"" ""Holy Basil*"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/7b220cab06e16b7274dd8061.jpg
69,ca:aor-hydroxy-b12-b08ddd07:0,AOR,Hydroxy B12,60 lozenges,Chewables,,https://aor.ca/product/hydroxy-b12/,aor.ca,"""AOR"" ""Hydroxy B12"" ""60 lozenges"" ""Chewables"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/2ba060d0e614c5062f50216d.jpg
70,ca:aor-i-10a049c4:0,AOR,I,60 caps,Capsules,,https://aor.ca/product/i/,aor.ca,"""AOR"" ""I"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/20662952e98ec6cf8c1b1c0e.jpg
71,ca:aor-inflammation-relief-0ec2cb33:0,AOR,Inflammation Relief,60 caps,Capsules,,https://aor.ca/product/inflammation-relief/,aor.ca,"""AOR"" ""Inflammation Relief"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/b6e0a58ba6781d8a9160e1e3.jpg
72,ca:aor-inositol-caps-7948b601:0,AOR,Inositol Caps,90 caps,Capsules,,https://aor.ca/product/inositol/,aor.ca,"""AOR"" ""Inositol Caps"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/6cbc280aa7be76fd531cb2de.jpg
73,ca:aor-inositol-powder-fcad2d2c:0,AOR,Inositol Powder,500g,Powder,,https://aor.ca/product/inositol/,aor.ca,"""AOR"" ""Inositol Powder"" ""500g"" ""Powder"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0abaaab60b5a7a6d3209a976.jpg
74,ca:aor-l-carnitine-411811e1:0,AOR,L-Carnitine,120 caps,Capsules,,https://aor.ca/product/l-carnitine/,aor.ca,"""AOR"" ""L-Carnitine"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/b79c455a193a192810027721.jpg
75,ca:aor-l-glutamine-capsules-a25e820c:0,AOR,L-Glutamine - Capsules,120 caps,Capsules,,https://aor.ca/product/l-glutamine-capsules/,aor.ca,"""AOR"" ""L-Glutamine - Capsules"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f96569f5689a970490e12ece.jpg
76,ca:aor-l-glutamine-powder-ea91818a:0,AOR,L-Glutamine - Powder,450g,Powder,,https://aor.ca/product/l-glutamine-powder/,aor.ca,"""AOR"" ""L-Glutamine - Powder"" ""450g"" ""Powder"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/114335e13dd5ab749b136a2e.jpg
77,ca:aor-l-lysine-36f6f49c:0,AOR,L-Lysine,150 caps,Capsules,,https://aor.ca/product/l-lysine/,aor.ca,"""AOR"" ""L-Lysine"" ""150 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/a634da15970feb23b8828b81.jpg
78,ca:aor-l-tyrosine-78b1b986:0,AOR,L-Tyrosine,180 caps,Capsules,,https://aor.ca/product/l-tyrosine/,aor.ca,"""AOR"" ""L-Tyrosine"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/7254adb73c7bd51b833521a1.jpg
79,ca:aor-liver-support-af5fd467:0,AOR,Liver Support,90 caps,Capsules,,https://aor.ca/product/liver-support/,aor.ca,"""AOR"" ""Liver Support"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4587f02a6f97af6f20ec8b8f.jpg
81,ca:aor-maca-3b81fe80:0,AOR,Maca,180 caps,Capsules,,https://aor.ca/product/maca/,aor.ca,"""AOR"" ""Maca"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/30c4642545e87e71cbf087bc.jpg
82,ca:aor-mag-k-taurine-05059574:0,AOR,Mag-K-Taurine,90 caps,Capsules,,https://aor.ca/product/mag-k-taurine/,aor.ca,"""AOR"" ""Mag-K-Taurine"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/cf8edb200f6e0b04ee04922a.jpg
84,ca:aor-magnesium-glycinate-88752906:0,AOR,Magnesium Glycinate,90 caps,Capsules,,https://aor.ca/product/magnesium-glycinate/,aor.ca,"""AOR"" ""Magnesium Glycinate"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/738985da28110f427bd862c7.jpg
85,ca:aor-magnesium-potassium-aspartates-67f57b2b:0,AOR,Magnesium Potassium Aspartates,120 caps,Capsules,,https://aor.ca/product/magnesium-potassium-aspartates/,aor.ca,"""AOR"" ""Magnesium Potassium Aspartates"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/abb196db4e8cc983455b8e65.jpg
86,ca:aor-magnesium-synergy-powder-495620cf:0,AOR,Magnesium Synergy Powder,250g,Powder,,https://aor.ca/product/magnesium-synergy/,aor.ca,"""AOR"" ""Magnesium Synergy Powder"" ""250g"" ""Powder"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/daf4f05abebb48d4b8feda6c.jpg
87,ca:aor-magnesium-taurine-7b760ba3:0,AOR,Magnesium + Taurine,180 caps,Capsules,,https://aor.ca/product/magnesium-taurine/,aor.ca,"""AOR"" ""Magnesium + Taurine"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/82d21d667de2e3ab948b5a20.jpg
88,ca:aor-mastica-chios-ac1551be:0,AOR,Mastica Chios,120 caps,Capsules,,https://aor.ca/product/mastica-chios/,aor.ca,"""AOR"" ""Mastica Chios"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/faf6fce20385b86affda4861.jpg
89,ca:aor-maxi-boz-ii-d0442bce:0,AOR,Maxi Boz II,90 caps,Capsules,,https://aor.ca/product/maxi-boz-ii/,aor.ca,"""AOR"" ""Maxi Boz II"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/189f58e1774a379114b4bb29.jpg
90,ca:aor-maxmethyl-c15b0118:0,AOR,MaxMethyl,90 caps,Capsules,,https://aor.ca/product/maxmethyl/,aor.ca,"""AOR"" ""MaxMethyl"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0c7745ad1710151089bad38c.jpg
92,ca:aor-menopause-relief-21abcdce:0,AOR,Menopause Relief,60 caps,Capsules,,https://aor.ca/product/menopause-relief/,aor.ca,"""AOR"" ""Menopause Relief"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0342218b1fdc532f16d92a5b.jpg
93,ca:aor-methyl-b12-15mg-102c7ae8:0,AOR,Methyl B12 - 15mg,60 lozenges,Chewables,,https://aor.ca/product/methyl-b12-15mg/,aor.ca,"""AOR"" ""Methyl B12 - 15mg"" ""60 lozenges"" ""Chewables"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/81da622d547d0b224a337b7b.jpg
94,ca:aor-methyl-b12-5mg-4574272a:0,AOR,Methyl B12 - 5mg,60 lozenges,Chewables,,https://aor.ca/product/methyl-b12-5mg/,aor.ca,"""AOR"" ""Methyl B12 - 5mg"" ""60 lozenges"" ""Chewables"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/2c22f4113b91fb39143824c3.jpg
95,ca:aor-migraine-manager-de6a3b88:0,AOR,Migraine Manager,60 caps,Capsules,,https://aor.ca/product/migraine-manager/,aor.ca,"""AOR"" ""Migraine Manager"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/7319eb5b52fb63fd3548e188.jpg
96,ca:aor-msm-827a76ef:0,AOR,MSM,100 caps,Capsules,,https://aor.ca/product/msm/,aor.ca,"""AOR"" ""MSM"" ""100 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/d2228b3f15bf0c39c7eaee16.jpg
